=== Project Metadata ===
simulation_id,name,timestamp
21,Untitled Project,2025-05-31 21:49:33

=== Shape Metadata ===
shape_id,name,coords,count,collectarea,percentofstrikes,kdtreepath
"-6307.5201952395955,-1089.436867133043,10167.15437639423","-6307.5201952395955,-1089.436867133043,10114.832507190034",33.806037781573494,negative,shapeid:166,687
"9385.268617947579,-2698.828595580724,55.558389762870924","9385.268617947579,-2698.828595580724,0.0",38.39665294186855,negative,shapeid:333,1749
"-4557.746526051405,-4320.75654006073,10174.611180548969","-4557.746526051405,-4320.75654006073,10114.832507190034",44.88713982399353,negative,shapeid:40,674
"-4017.3264152578404,3974.420895119958,10152.184709080984","-4017.3264152578404,3974.420895119958,10114.832507190034",16.50164828219964,negative,shapeid:167,651
"7094.592063407021,10447.249119864875,8232.293162917029","7069.632748075897,10439.399999971072,8173.232507190034",52.685377200083245,negative,shapeid:206,3
"-9547.835435206664,-10547.55104290779,16737.688176050466","-9547.835435206664,-10547.55104290779,16693.43250719003",23.662811570240972,negative,shapeid:84,304
"-6929.323703983442,-9616.976151793704,16667.113946019424","-6929.323703983442,-9616.976151793704,16617.232507190034",30.516701501293092,negative,shapeid:66,245
"-10532.823516358108,7567.144046393063,62.88375534743134","-10532.823516358108,7567.144046393063,0.0",49.97701665577307,negative,shapeid:333,1750
"6846.744869677623,-3101.5987601127745,10223.855518909382","6846.744869677623,-3101.5987601127745,10165.632507190034",42.43799296773794,negative,shapeid:166,688
"-2106.5317468576013,9020.675819995686,60.24961207697566","-2106.5317468576013,9020.675819995686,0.0",45.586179473573,negative,shapeid:333,1751
"9705.780899606998,-478.1299805091312,75.14304027369451","9705.780899606998,-478.1299805091312,0.0",73.01058597320151,negative,shapeid:333,1752
"-5472.2392561935285,3217.8321801927705,10171.445688532582","-5472.2392561935285,3217.8321801927705,10114.832507190034",39.97995050273981,negative,shapeid:167,652
"-1302.2747805446961,-2428.394632448004,10163.006659223412","-1302.2747805446961,-2428.394632448004,10114.832507190034",28.35163938412489,negative,shapeid:166,689
"3941.9878292382673,2045.1139505099309,10238.704610593775","3941.9878292382673,2045.1139505099309,10178.332507190034",45.840744506567425,negative,shapeid:89,21
"4673.659345191745,-7918.790028149542,16658.96278368903","4673.659345191745,-7918.790028149542,16617.232507190034",20.87297524519404,negative,shapeid:68,208
"4287.018430995435,-162.63325066169818,10150.017230846965","4287.018430995435,-162.63325066169818,10114.832507190034",14.530435137531466,negative,shapeid:166,690
"-4280.549998402537,11189.475972783752,53.91990015700744","-4280.549998402537,11189.475972783752,0.0",36.0266647911869,negative,shapeid:333,1753
"1399.002070278446,-5180.911881195874,10170.541837704362","1399.002070278446,-5180.911881195874,10114.832507190034",38.63393394726031,negative,shapeid:40,675
"1276.3224808605828,5923.564623118269,10171.191341969186","1276.3224808605828,5923.564623118269,10114.832507190034",39.59870654240445,negative,shapeid:168,642
"-8353.978014909026,8044.136350794077,5846.118215814729","-8353.978014909026,8044.136350794077,5796.832507190034",29.715512179510586,negative,shapeid:238,147
"-1730.380034096006,1431.157675577444,10157.787199531032","-1730.380034096006,1431.157675577444,10114.832507190034",22.213069387805064,negative,shapeid:167,653
"-8641.681494009226,-6793.0144938072735,44.38649406565169","-8641.681494009226,-6793.0144938072735,0.0",23.811048518087283,negative,shapeid:333,1754
"-3937.825212594462,4964.639471671553,10170.309442279751","-3937.825212594462,4964.639471671553,10114.832507190034",38.285489023913776,negative,shapeid:168,643
"-6216.613338393418,1889.6240643056408,10175.087895115279","-6216.613338393418,1889.6240643056408,10114.832507190034",45.65226841384696,negative,shapeid:167,654
"-1030.2862065823592,-11170.782836795466,48.45768800863574","-1030.2862065823592,-11170.782836795466,0.0",28.701001006453858,negative,shapeid:333,1755
"5877.919905888,9420.584741456027,2120.1183427035185","5877.919905888,9420.584741456027,2077.2325071900327",22.134878907213977,negative,shapeid:203,95
"-2912.3970461336476,2055.833839470635,10170.926592915019","-2912.3970461336476,2055.833839470635,10114.832507190034",39.20392596923631,negative,shapeid:167,655
"-3397.707246424431,-6070.341122493273,10168.775748733464","-3397.707246424431,-6070.341122493273,10114.832507190034",36.067776357496726,negative,shapeid:40,676
"5375.124410266844,-6202.7002955959215,10179.291382715244","5375.124410266844,-6202.7002955959215,10114.832507190034",52.642346901328175,negative,shapeid:40,677
"-9474.799571205585,-3454.6200944171014,92.28253930021931","-9474.799571205585,-3454.6200944171014,0.0",30.526516492212235,positive,shapeid:333,1756
"-1751.2826452272366,-2464.160268125752,10163.887434494696","-1751.2826452272366,-2464.160268125752,10114.832507190034",29.46602226294387,negative,shapeid:166,691
"6092.977398849067,89.66689696404501,10171.309473555126","6092.977398849067,89.66689696404501,10114.832507190034",39.77553500434095,negative,shapeid:166,692
"10465.26563184796,8576.73614908725,44.44741640246091","10465.26563184796,8576.73614908725,0.0",23.880664254254462,negative,shapeid:333,1757
"10287.622085364455,-7792.6918041700865,16754.546609874626","10244.632748075896,-7792.6918041700865,16693.43250719003",22.04193945127528,positive,shapeid:60,36
"-2762.6990711100043,9505.121003042696,76.70156794790032","-2762.6990711100043,9505.121003042696,0.0",76.14657497584048,negative,shapeid:333,1758
"8475.22954591444,-724.0470352226694,58.07198174035141","8475.22954591444,-724.0470352226694,0.0",42.188368614595845,negative,shapeid:333,1759
"-4747.835012369555,-2757.396411796748,10232.750032642636","-4747.835012369555,-2757.396411796748,10165.632507190034",57.429271681122295,negative,shapeid:166,693
"7035.241318748187,8932.440231266512,10512.5483506232","7035.241318748187,8915.399999971072,10470.432507190033",24.813229088329866,negative,shapeid:217,78
"-7888.389951094422,-4186.00826109837,5851.969900904082","-7888.389951094422,-4186.00826109837,5796.832507190034",37.664917906145845,negative,shapeid:5,25
"-6626.380395030595,9784.785488169964,64.5685206766703","-6626.380395030595,9784.785488169964,0.0",52.77305272342486,negative,shapeid:333,1760
"-8693.267264354741,11079.516258489646,64.41962264996894","-8693.267264354741,11079.516258489646,0.0",52.610627655120076,negative,shapeid:333,1761
"9342.437540180228,3367.2138669813594,44.26830286406397","9342.437540180228,3367.2138669813594,0.0",23.676299002359027,negative,shapeid:333,1762
"4387.549421514812,10230.681653971697,2155.584958602148","4387.549421514812,10230.681653971697,2077.2325071900327",79.7419287769534,negative,shapeid:203,96
"-7366.585848188155,1964.9297394118967,5836.50313839074","-7366.585848188155,1964.9297394118967,5796.832507190034",18.736261080221936,negative,shapeid:182,29
"-5333.748927565251,1483.321865019152,10179.654817462138","-5333.748927565251,1483.321865019152,10114.832507190034",53.325014108489256,negative,shapeid:167,656
"-56.26378243481304,-274.4357075741318,8581.833223283025","-56.26378243481304,-274.4357075741318,8535.657617411507",25.72321641692416,negative,shapeid:118,32
"-1155.1586988384552,5422.792781633572,10088.084561163992","-1155.1586988384552,5389.060108304156,10056.340278500074",25.976369103681886,negative,shapeid:168,644
"-7913.227299283866,-5822.891675714495,10173.662284269307","-7913.227299283866,-5822.891675714495,10114.832507190034",43.37954197662665,negative,shapeid:3,12
"2130.821912577063,-1772.3256083899942,10211.48211778604","2130.821912577063,-1772.3256083899942,10178.332507190034",12.800142770426552,negative,shapeid:88,36
"-1402.9712791485308,-2363.172270738065,10174.48439802207","-1402.9712791485308,-2363.172270738065,10114.832507190034",44.677869491936114,negative,shapeid:166,694
"-4391.621496503632,6939.924704230878,10162.792350505066","-4391.621496503632,6939.924704230878,10114.832507190034",28.089643161773687,negative,shapeid:168,645
"5968.9173312946805,10377.623242738991,8217.652033629825","6002.832748075898,10377.623242738991,8173.232507190034",38.68490076721668,negative,shapeid:207,1
"8946.554044420893,-1143.8215931680934,49.384519363203275","8946.554044420893,-1143.8215931680934,0.0",29.882006961961398,negative,shapeid:333,1763
"-6196.160847224432,4883.5380673575655,10314.583974564119","-6196.160847224432,4883.5380673575655,10114.832507190034",100.16494994697013,positive,shapeid:168,646
"7916.536287800405,-8662.815858854776,16664.311558390673","7916.536287800405,-8662.815858854776,16617.232507190034",26.98256424371641,negative,shapeid:68,209
"8256.958849742263,-21.505382953657318,10155.61647662847","8238.0327480759,-21.505382953657318,10114.832507190034",24.45815889357003,negative,shapeid:199,75
"8528.672335812655,6894.226767296772,62.73311145925196","8528.672335812655,6894.226767296772,0.0",49.72255940322971,negative,shapeid:333,1764
"-1731.2022497533144,4598.83869973517,10204.445672409478","-1731.2022497533144,4598.83869973517,10165.632507190034",17.905551021263737,negative,shapeid:168,647
"8232.945508671979,5124.8072799693255,10159.999057147072","8232.945508671979,5124.8072799693255,10114.832507190034",24.718426339822525,negative,shapeid:201,66
"1043.814298252706,10516.985751278757,5450.175074423081","1098.4327480758948,10516.985751278757,5430.032507190033",42.14810822987577,negative,shapeid:202,51
"-2300.005915316384,-8140.094084812581,16662.2524885038","-2300.005915316384,-8140.094084812581,16617.232507190034",24.532268304231696,negative,shapeid:67,264
"8310.47185994028,4923.5976322929455,47.093228641500524","8310.47185994028,4923.5976322929455,0.0",26.996943182129638,negative,shapeid:333,1765
"8316.079436791915,9551.02670875475,2128.5831557518836","8316.079436791915,9551.02670875475,2077.2325071900327",32.37861870055504,negative,shapeid:203,97
"-4602.755342666006,6377.912629459133,10168.509686265252","-4602.755342666006,6377.912629459133,10114.832507190034",35.69669323400833,negative,shapeid:168,648
"1523.4398784208388,-6907.046069145305,10222.232404268138","1523.4398784208388,-6907.046069145305,10165.632507190034",39.96006691078884,negative,shapeid:40,678
"4025.2178239626355,8518.701123399049,10517.228470226515","4025.2178239626355,8518.701123399049,10470.432507190033",26.659330303302138,negative,shapeid:217,79
"-7138.920270221815,5652.864508127943,7221.286969472925","-7138.920270221815,5652.864508127943,7168.432507190034",34.51325929043735,negative,shapeid:186,13
"-4041.998511368867,5194.747661427038,10175.659789185422","-4041.998511368867,5194.747661427038,10114.832507190034",46.57457814964998,negative,shapeid:168,649
"4700.363113330221,1272.7207786940944,10180.67415834454","4700.363113330221,1272.7207786940944,10114.832507190034",55.12313234174076,negative,shapeid:167,657
"-9132.042442713706,-3156.7998201806204,47.37624756298928","-9132.042442713706,-3156.7998201806204,0.0",27.354849022701988,negative,shapeid:333,1766
"-3317.4846121261107,-2288.888283385999,10155.84202080052","-3317.4846121261107,-2288.888283385999,10114.832507190034",20.126502081757405,negative,shapeid:166,695
"6841.383330878871,-6488.266972583812,10215.151301346323","6841.383330878871,-6488.266972583812,10165.632507190034",30.068333198536994,negative,shapeid:40,679
"8686.701931999105,-2687.313453649347,129.87526794022156","8686.701931999105,-2687.313453649347,0.0",51.64531295738395,positive,shapeid:333,1767
"8110.589632239571,-10146.752096440672,16727.831566355097","8110.589632239571,-10146.752096440672,16693.43250719003",13.840655715917073,negative,shapeid:84,305
"-7633.42985305904,9325.6209466412,217.28524545582206","-7633.42985305904,9325.6209466412,0.0",113.96291037310466,positive,shapeid:333,1768
"-2976.4778186675567,-10137.900463865422,16734.000783771695","-2976.4778186675567,-10137.900463865422,16693.43250719003",19.662912966499064,negative,shapeid:84,306
"4235.510088893219,2677.228061869555,9992.346241729681","4235.510088893219,2677.228061869555,9924.332507190034",59.07235070589221,negative,shapeid:95,49
"3631.9501984478156,-10397.514118064428,16755.375751271964","3631.9501984478156,-10397.514118064428,16693.43250719003",48.40093514307069,negative,shapeid:84,307
"7207.088884696375,10357.13593690766,2153.437204728419","7207.088884696375,10357.13593690766,2077.2325071900327",74.99146431685016,negative,shapeid:203,98
"8739.851603233565,8716.646635054221,10528.16779669955","8739.851603233565,8716.646635054221,10470.432507190033",41.685575343267445,negative,shapeid:220,4
"-4925.572691154124,-6386.2553335749935,10216.759993550133","-4925.572691154124,-6386.2553335749935,10165.632507190034",32.185074436271066,negative,shapeid:40,680
"4460.527287116442,-3471.324052709956,10162.410423144358","4460.527287116442,-3471.324052709956,10114.832507190034",27.615774043333776,negative,shapeid:40,681
"-9959.23262628118,-4226.794036102519,65.96711717134116","-9959.23262628118,-4226.794036102519,0.0",55.33678174306229,negative,shapeid:333,1769
"8527.427675104318,-10236.55414973339,16737.859424693273","8527.427675104318,-10236.55414973339,16693.43250719003",23.858124698092162,negative,shapeid:84,308
"-10520.996089078766,10687.083063631537,48.62264257674659","-10520.996089078766,10687.083063631537,0.0",28.90934696854097,negative,shapeid:333,1770
"7394.75968173191,-4131.217002789813,10164.049823441459","7394.75968173191,-4131.217002789813,10114.832507190034",29.68006185615704,negative,shapeid:0,79
"7524.879347827478,2329.3548719688024,10170.152499044205","7524.879347827478,2329.3548719688024,10114.832507190034",38.06165363269597,negative,shapeid:200,83
"6967.47211586469,-490.28447247453187,10169.967880898677","6967.47211586469,-490.28447247453187,10114.832507190034",37.79186910678055,negative,shapeid:199,76
"6499.040986256947,-5420.168781173728,10153.025777006122","6499.040986256947,-5420.168781173728,10114.832507190034",17.302418506352975,negative,shapeid:40,682
"-5439.944245419339,97.23783803253718,10169.616824351315","-5439.944245419339,97.23783803253718,10114.832507190034",37.28167120759396,negative,shapeid:166,696
"6709.6081746033815,6007.086144316814,10154.453893359196","6709.6081746033815,6007.086144316814,10114.832507190034",18.708268466862087,negative,shapeid:168,650
"10033.897052937566,-7651.656213839082,16748.5530956989","10033.897052937566,-7651.656213839082,16693.43250719003",37.75670366626039,negative,shapeid:60,37
"-3988.421238488065,5489.418838924263,10167.505143889523","-3988.421238488065,5489.418838924263,10114.832507190034",34.29012947884893,negative,shapeid:168,651
"29.85154936555955,-2526.9270613476547,10180.709224989041","29.85154936555955,-2526.9270613476547,10114.832507190034",55.18484260791745,negative,shapeid:166,697
"3032.6147544531286,-3670.6153785913184,10151.307751682216","3032.6147544531286,-3670.6153785913184,10114.832507190034",15.688092190102084,negative,shapeid:40,683
"-525.4046865148084,898.9319021768206,10219.336980511656","-525.4046865148084,898.9319021768206,10165.632507190034",35.735401024775996,negative,shapeid:167,658
"7618.260360691635,-2942.282414939302,10209.737683676743","7618.260360691635,-2942.282414939302,10165.632507190034",23.50251038207759,negative,shapeid:166,698
"4865.441222197895,-1677.6091219302361,10149.437272116973","4865.441222197895,-1677.6091219302361,10114.832507190034",14.025478724146774,negative,shapeid:166,699
"-7811.725154891152,10734.543928205312,71.64562938100019","-7811.725154891152,10734.543928205312,0.0",65.80790484999994,negative,shapeid:333,1771
"4783.885544486842,10083.432657133926,8221.596705559361","4783.632748075898,10083.432657133926,8173.232507190034",28.333062096828904,negative,shapeid:215,7
"-9603.193959388442,454.9679087784971,56.250999644175174","-9603.193959388442,454.9679087784971,0.0",39.42256649461241,negative,shapeid:333,1772
"9840.694120074368,9391.573856094736,56.55619423910935","9840.694120074368,9391.573856094736,0.0",39.87918236471693,negative,shapeid:333,1773
"-6929.024039227736,8458.490218201801,10498.129290411915","-6929.024039227736,8458.490218201801,10470.432507190033",8.732246847003974,negative,shapeid:218,81
"4298.938518612858,11217.244692799737,69.57315719968032","4298.938518612858,11217.244692799737,0.0",61.973396726161795,negative,shapeid:333,1774
"-4400.933499620601,-2714.9649428515513,10214.016841574963","-4400.933499620601,-2714.9649428515513,10165.632507190034",28.62140292326211,negative,shapeid:166,700
"9283.046453098952,-6615.698843534879,30.436755681800776","9283.046453098952,-6615.698843534879,0.0",10.665846474082901,negative,shapeid:333,1775
"6931.499177864938,-8353.073732570814,16663.873300082003","6931.499177864938,-8353.073732570814,16617.232507190034",26.450675639171987,negative,shapeid:68,210
"-1989.3149519836716,2598.40191318307,10160.127834975177","-1989.3149519836716,2598.40191318307,10114.832507190034",24.87257903688205,negative,shapeid:167,659
"9281.477808784199,10124.687126830224,44.616806490168514","9281.477808784199,10124.687126830224,0.0",24.074791918662683,negative,shapeid:333,1776
"-4772.509455546695,8413.200746536775,10510.048546481543","-4772.509455546695,8413.200746536775,10470.432507190033",18.70325358366245,negative,shapeid:218,82
"4889.064776142346,123.71091266046278,10154.192591611803","4889.064776142346,123.71091266046278,10114.832507190034",18.446688468289523,negative,shapeid:166,701
"-3399.8281595963035,10269.426855640784,49.278940703267594","-3399.8281595963035,10269.426855640784,0.0",29.689610876134935,negative,shapeid:333,1777
"-10043.5354215698,-9217.202640087165,16724.134981006526","-10043.5354215698,-9217.202640087165,16693.43250719003",10.865640109270693,negative,shapeid:57,29
"8453.67115258353,7831.94098701654,10520.866809418101","8453.67115258353,7831.94098701654,10470.432507190033",31.264016506722996,negative,shapeid:238,148
"-5812.274253486691,272.6515296866837,10197.785386981224","-5812.274253486691,272.6515296866837,10114.832507190034",90.1333464436176,negative,shapeid:166,702
"-10104.995909360221,-6064.3063656001295,33.03476257950036","-10104.995909360221,-6064.3063656001295,0.0",12.697624096011515,negative,shapeid:333,1778
"7485.40992157676,-6609.026331299172,10218.193292501488","7485.40992157676,-6609.026331299172,10165.632507190034",34.135438214518665,negative,shapeid:40,684
"3891.963660271973,4206.179067631299,10228.107615749852","3891.963660271973,4206.179067631299,10165.632507190034",49.305427384123654,negative,shapeid:168,652
"5410.214249846362,-6286.753230656936,10201.126492567138","5410.214249846362,-6324.6000000289305,10165.632507190034",32.930897396850675,negative,shapeid:40,685
"7080.982069359736,4932.850349204111,10151.98385934916","7080.982069359736,4932.850349204111,10114.832507190034",16.309252065488117,negative,shapeid:201,67
"-3782.172577779631,-921.1080906915431,10192.080706958473","-3782.172577779631,-921.1080906915431,10114.832507190034",77.45394942051237,negative,shapeid:166,703
"-3723.2645779955246,-8735.85193762206,16732.895509390637","-3723.2645779955246,-8735.85193762206,16693.43250719003",18.540151035651686,negative,shapeid:61,23
"-7987.545008563653,8885.212007040787,10523.313482841675","-7987.545008563653,8885.212007040787,10470.432507190033",34.57987870783355,negative,shapeid:218,83
"8482.953327658845,-569.8043705606015,49.43536928243039","8482.953327658845,-569.8043705606015,0.0",29.94753267291818,negative,shapeid:333,1779
"10362.68852337647,2329.2545277985446,44.48033156193506","10362.68852337647,2329.2545277985446,0.0",23.9183211113987,negative,shapeid:333,1780
"1064.9156094838581,-4981.394171881799,10176.662904239678","1064.9156094838581,-4981.394171881799,10114.832507190034",48.22895636674986,negative,shapeid:40,686
"-1871.787800144748,-3976.3343093997873,10169.447108499493","-1871.787800144748,-3976.3343093997873,10114.832507190034",37.03633713624637,negative,shapeid:40,687
"-472.80576906765236,-5131.9112914714915,8558.047489818588","-472.80576906765236,-5131.9112914714915,8510.257617411506",27.791284700346683,negative,shapeid:24,25
"641.0473799383217,2617.5355207832235,10164.527215375394","641.0473799383217,2617.5355207832235,10114.832507190034",30.29602330349226,negative,shapeid:167,660
"6264.193674122671,7982.6125123939455,10518.647798082844","6264.193674122671,7982.6125123939455,10470.432507190033",28.409416422610107,negative,shapeid:238,149
"856.5798557630533,725.3986575607632,10224.349541231757","856.5798557630533,725.3986575607632,10165.632507190034",43.20788976647473,negative,shapeid:167,661
"-3654.5966536857613,-9548.844776565582,16742.847349338073","-3654.5966536857613,-9548.844776565582,16693.43250719003",29.922082865453586,negative,shapeid:61,24
"-774.7491008620818,6710.636858997572,8569.969427986365","-774.7491008620818,6710.636858997572,8510.257617411506",44.67194846854298,negative,shapeid:120,20
"-1493.1777828028298,-7215.68952702561,16663.917412936426","-1493.1777828028298,-7239.000000028931,16617.232507190034",33.52286021859841,negative,shapeid:67,265
"2009.3200368671733,-10901.660613887605,16740.209365951207","2009.3200368671733,-10896.600000028931,16693.43250719003",26.941523120093446,negative,shapeid:84,309
"6602.895293977268,-6282.36290526264,10191.23282501509","6602.895293977268,-6324.6000000289305,10165.632507190034",29.69396662347382,negative,shapeid:40,688
"7322.601446845198,8987.976583353218,2133.6693768120144","7322.601446845198,8987.976583353218,2077.2325071900327",39.712029698822334,negative,shapeid:203,99
"2574.5871322238945,-7807.207113236158,16660.6840879936","2574.5871322238945,-7807.207113236158,16617.232507190034",22.748604703426487,negative,shapeid:67,266
"10381.332572808718,10684.656564751727,32.39618532231131","10381.332572808718,10684.656564751727,0.0",12.180814449183432,negative,shapeid:333,1781
"255.48867515823258,6818.54630302393,8627.790803718553","255.48867515823258,6818.54630302393,8586.457617411506",20.472854081901986,negative,shapeid:168,653
"4810.663074533153,6150.977612742194,10176.554977983635","4810.663074533153,6150.977612742194,10114.832507190034",48.04999686005087,negative,shapeid:168,654
"4646.6642575507685,3087.6754792107185,10186.762677853525","4646.6642575507685,3087.6754792107185,10114.832507190034",66.54700401786239,negative,shapeid:167,662
"-9528.630232937496,3449.7978906835815,46.589709422378334","-9528.630232937496,3449.7978906835815,0.0",26.397286510309744,negative,shapeid:333,1782
"8000.11394497945,1154.7916257789311,10145.386299989488","8000.11394497945,1154.7916257789311,10114.832507190034",5.571870162750882,positive,shapeid:200,84
"-9820.945504267745,9236.665656067686,55.18810860535005","-9820.945504267745,9236.665656067686,0.0",37.85405997956464,negative,shapeid:333,1783
"-9238.216322132786,2702.8208297200217,46.96141131688464","-9238.216322132786,2702.8208297200217,0.0",26.84755745912126,negative,shapeid:333,1784
"3892.3285450482344,3903.0555000725635,10172.10936963613","3892.3285450482344,3903.0555000725635,10114.832507190034",40.983874676111014,negative,shapeid:167,663
"-6221.905664839147,-2586.3442211398233,10192.368591368664","-6221.905664839147,-2586.3442211398233,10114.832507190034",77.88356128483683,negative,shapeid:166,704
"3490.9620964528094,2074.5580197789186,10205.7102529816","3490.9620964528094,2057.3999999710722,10178.332507190034",12.06031044275277,negative,shapeid:89,22
"-5909.456380189266,-9987.673892645766,16747.04653736112","-5909.456380189266,-9987.673892645766,16693.43250719003",35.59420386636977,negative,shapeid:84,310
"6667.9220419588055,5471.984818781282,10168.930459102838","6667.9220419588055,5471.984818781282,10114.832507190034",36.29467892075835,negative,shapeid:168,655
"-6943.387659317426,7030.114149656121,10167.056904803367","-6943.387659317426,7030.114149656121,10114.832507190034",33.672165480582514,negative,shapeid:168,656
"-3808.385977258199,8228.177278166855,10558.293841894758","-3808.385977258199,8228.177278166855,10470.432507190033",28.31053411127665,positive,shapeid:218,84
"-7798.379229643933,3667.681651180641,5850.6776191359495","-7798.379229643933,3667.681651180641,5796.832507190034",35.90264726970146,negative,shapeid:182,30
"328.1814551203079,-1755.992571182378,8637.691299249593","328.1814551203079,-1755.992571182378,8586.457617411506",32.09864632106988,negative,shapeid:166,705
"-615.1473808067658,10593.307832913131,50.148185009720905","-615.1473808067658,10593.307832913131,0.0",30.857538893368172,negative,shapeid:333,1785
"7191.0488947095655,-2826.639961915338,10216.604383190317","7191.0488947095655,-2826.639961915338,10165.632507190034",31.976984236254015,negative,shapeid:166,706
"-3753.9509685161474,-243.57630436624277,10178.918734445944","-3753.9509685161474,-243.57630436624277,10114.832507190034",52.05032840177365,negative,shapeid:166,707
"-7218.646190578993,3563.0691785345425,7199.442283498834","-7218.646190578993,3563.0691785345425,7168.432507190034",11.092362472390217,negative,shapeid:185,14
"9246.874957422813,4751.006974911797,47.383764283599945","9246.874957422813,4751.006974911797,0.0",27.3640874406132,negative,shapeid:333,1786
"5076.361748472706,1330.24575066947,10178.82402235455","5076.361748472706,1330.24575066947,10114.832507190034",51.87955981060425,negative,shapeid:167,664
"-1860.717826794178,-9888.793043995609,16675.267963372127","-1860.717826794178,-9888.793043995609,16617.232507190034",42.12135347297545,negative,shapeid:67,267
"8708.717788551097,-1952.4811061623113,43.32848374808835","8708.717788551097,-1952.4811061623113,0.0",22.61922453815432,negative,shapeid:333,1787
"-929.4871073584982,3319.8983552075297,8638.769592057479","-929.4871073584981,3319.8983552075297,8586.457617411506",33.76584452305515,negative,shapeid:167,665
"-5819.685737208824,5824.3827567510125,10167.189425634811","-5819.685737208824,5824.3827567510125,10114.832507190034",33.854244963612985,negative,shapeid:168,657
"-2404.3151229119085,8152.210287118505,10451.990826379106","-2404.3151229119085,8152.210287118505,10394.232507190034",41.66264987192917,negative,shapeid:219,54
"9865.893654466276,7377.8328578498185,33.68730113698885","9865.893654466276,7377.8328578498185,0.0",13.237504846068148,negative,shapeid:333,1788
"-7292.931076058701,7750.489723344355,10528.221815471397","-7292.931076058701,7750.489723344355,10470.432507190033",41.76861172211472,negative,shapeid:238,150
"4560.003074479098,-3973.147296872974,10173.12787900991","4560.003074479098,-3973.147296872974,10114.832507190034",42.55022334459182,negative,shapeid:40,689
"-9710.89336490866,-9764.938194915234,16746.994532991055","-9710.89336490866,-9764.938194915234,16693.43250719003",13.216545770006046,positive,shapeid:57,30
"3703.3581309985366,-8374.413230615575,16746.434943348027","3703.3581309985366,-8374.413230615575,16693.43250719003",34.73559652951325,negative,shapeid:62,31
"-5821.4765453981445,-9491.829576632914,16656.586987839633","-5821.4765453981445,-9491.829576632914,16617.232507190034",18.424201681388286,negative,shapeid:66,246
"-8972.814378161722,7064.994930720943,47.654975331620804","-8972.814378161722,7064.994930720943,0.0",27.69852540265897,negative,shapeid:333,1789
"9731.485456819115,10575.127604482768,58.51200701864891","9731.485456819115,10575.127604482768,0.0",42.871626291645136,negative,shapeid:333,1790
"-171.8809955544748,1179.5170975197962,10163.504689585257","-171.8809955544748,1179.5170975197962,10114.832507190034",28.978849927052316,negative,shapeid:167,666
"-7894.0658507976805,623.4366025739128,10218.178218865014","-7894.0658507976805,623.4366025739128,10165.632507190034",34.114610153236136,negative,shapeid:167,667
"-4193.303510044715,-10850.688921814286,16741.054560620363","-4193.303510044715,-10850.688921814286,16693.43250719003",27.65878319417206,negative,shapeid:84,311
"2890.5425818374497,-4422.3722974259645,9963.752355406856","2890.5425818374497,-4422.3722974259645,9924.332507190034",18.43910554215922,negative,shapeid:41,48
"2411.331149348369,1826.910263328824,10286.06178419608","2411.331149348369,1826.910263328824,10178.332507190034",38.74042285457933,positive,shapeid:89,23
"8446.35136227967,2624.8617835624646,73.07698360862781","8446.35136227967,2624.8617835624646,0.0",68.80467569946978,negative,shapeid:333,1791
"9296.14815419614,-5100.74628662075,47.2898137998373","9296.14815419614,-5100.74628662075,0.0",27.24873649500489,negative,shapeid:333,1792
"-8669.774321562172,887.8721296058593,64.51360679895969","-8669.774321562172,887.8721296058593,0.0",52.77411453944048,negative,shapeid:333,1793
"-3543.5183342035143,-10951.41858557277,16730.738850013477","-3543.5183342035143,-10896.600000028931,16693.43250719003",55.69453843238044,negative,shapeid:84,312
"-2610.3848235479063,-4601.41544197606,10157.09790284311","-2610.3848235479063,-4601.41544197606,10114.832507190034",21.465227629722744,negative,shapeid:40,690
"-7704.183121438837,8483.911703356483,10507.276500766186","-7704.183121438837,8483.911703356483,10470.432507190033",16.027855313555165,negative,shapeid:218,85
"-1053.9302628126534,1497.3205644463924,10152.737121044202","-1053.9302628126534,1497.3205644463924,10114.832507190034",17.022322502274136,negative,shapeid:167,668
"6853.3680047462,-6290.3947763267515,10216.09744651599","6853.3680047462,-6324.6000000289305,10165.632507190034",46.54529400137679,negative,shapeid:40,691
"4181.176828690759,8230.462047900673,10526.47768884167","4181.176828690759,8230.462047900673,10470.432507190033",39.131760342427974,negative,shapeid:217,80
"3838.6943580492552,-3412.334995691979,10158.273913097213","3838.6943580492552,-3412.334995691979,10114.832507190034",22.75615692129976,negative,shapeid:40,692
"9655.448856898955,9091.109392780374,45.94140496315429","9655.448856898955,9091.109392780374,0.0",25.621597662042355,negative,shapeid:333,1794
"-6962.688143285692,11211.687361922002,44.69556013055958","-6962.688143285692,11211.687361922002,0.0",24.16533038382578,negative,shapeid:333,1795
"-2753.071575221322,942.2098273399461,10198.462104523875","-2753.071575221322,942.2098273399461,10165.632507190034",12.538600858750348,negative,shapeid:167,669
"-8635.117206204905,717.8584961189463,40.89714217503421","-8635.117206204905,717.8584961189463,0.0",20.002924911947105,negative,shapeid:333,1796
"9424.013773162955,2721.2094754756617,57.14723818734893","9424.013773162955,2721.2094754756617,0.0",40.77140002388086,negative,shapeid:333,1797
"335.4291555825839,-289.02428661981867,8625.960136841552","335.4291555825839,-289.02428661981867,8586.457617411506",18.591069481321927,negative,shapeid:166,708
